,Report_No,Reported_Date,IBRS,Race,Sex,Age
70417,KC19094185,12/11/2019,220,W,F,45.0
70418,KC19097916,12/27/2019,23F,W,M,34.0
70419,KC19096565,12/20/2019,23G,B,M,67.0
70420,KC19088694,11/19/2019,13B,W,F,53.0
70421,KC19093742,12/10/2019,,B,M,45.0
70422,KC19091082,11/29/2019,240,,,
70423,KC19098933,12/31/2019,13B,B,M,26.0
70424,KC19098264,12/28/2019,13B,B,F,35.0
70425,KC19088102,11/17/2019,210,B,M,36.0
70426,KC19097458,12/24/2019,220,B,F,25.0
70427,KC19095642,12/17/2019,90F,B,F,30.0
70428,KC19091224,11/30/2019,13B,U,M,39.0
70429,KC19091930,12/03/2019,280,,,
70430,KC19095512,12/16/2019,13A,W,M,39.0
70431,KC19097241,12/23/2019,23H,,,
70432,KC19092158,12/04/2019,35B,W,F,39.0
70433,KC19092956,12/06/2019,90F,W,M,32.0
70434,KC19095182,12/15/2019,23F,W,M,18.0
70435,KC19090960,11/29/2019,90Z,B,M,
70436,KC19089034,11/21/2019,23F,W,M,34.0
70437,KC19098446,12/29/2019,,B,M,30.0
70438,KC19088849,11/20/2019,220,W,F,63.0
70439,KC19094479,12/12/2019,13A,B,M,20.0
70440,KC19093424,12/09/2019,13A,B,F,
70441,KC19091235,11/30/2019,290,,,
70442,KC19089468,11/22/2019,13A,B,M,31.0
70443,KC19093201,12/08/2019,,B,F,28.0
70444,KC19097325,12/24/2019,23F,W,M,55.0
70445,KC19089203,11/21/2019,23C,,,
70446,KC19091688,12/02/2019,290,B,M,28.0
70447,KC19088992,11/20/2019,90J,,,
70448,KC19097088,12/23/2019,23G,W,F,51.0
70449,KC19096252,12/19/2019,13B,B,F,22.0
70450,KC19093609,12/09/2019,,,M,
70451,KC19088013,11/17/2019,290,U,M,53.0
70452,KC19089597,11/23/2019,220,I,M,60.0
70453,KC19089969,11/25/2019,90Z,W,M,38.0
70454,KC19095382,12/16/2019,23D,B,F,44.0
70455,KC19087958,11/17/2019,13A,B,F,42.0
70456,KC19088272,11/18/2019,,,,
70457,KC19095052,12/15/2019,,W,M,40.0
70458,KC19091529,12/01/2019,23D,,,
70459,KC19098853,12/31/2019,280,,,
70460,KC19088325,11/18/2019,23C,W,M,
70461,KC19092781,12/06/2019,,W,M,35.0
70462,KC19097010,12/22/2019,13B,W,M,29.0
70463,KC19095835,12/18/2019,,W,M,30.0
70464,KC19089580,11/23/2019,23C,,,
70465,KC19092969,12/06/2019,13B,B,M,19.0
70466,KC19090918,11/28/2019,240,,,
70467,KC19092457,12/05/2019,,W,M,51.0
70468,KC19098471,12/29/2019,,B,M,
70469,KC19090518,11/27/2019,,B,M,34.0
70470,KC19097738,12/26/2019,240,W,F,30.0
70471,KC19088606,11/19/2019,240,B,M,
70472,KC19094326,12/12/2019,23F,W,F,39.0
70473,KC19087923,11/16/2019,13B,B,F,27.0
70474,KC19092134,12/03/2019,13A,B,F,27.0
70475,KC19091775,12/02/2019,90Z,B,F,30.0
70476,KC19090911,11/28/2019,90Z,W,M,
70477,KC19089222,11/21/2019,23D,B,M,40.0
70478,KC19089169,11/21/2019,23C,B,M,28.0
70479,KC19092536,12/05/2019,120,,,
70480,KC19097132,12/23/2019,23F,W,F,
70481,KC19089582,11/23/2019,23F,W,M,30.0
70482,KC19098060,12/27/2019,90Z,B,F,40.0
70483,KC19095012,12/14/2019,13A,B,M,37.0
70484,KC19096840,12/22/2019,,B,M,28.0
70485,KC19093557,12/09/2019,220,W,M,24.0
70486,KC19097679,12/26/2019,35A,W,M,18.0
70487,KC19092366,12/04/2019,,B,M,59.0
70488,KC19093835,12/10/2019,240,,,
70489,KC19096658,12/21/2019,23B,B,F,45.0
70490,KC19092406,12/04/2019,13B,B,F,55.0
70491,KC19092650,12/05/2019,13B,B,F,26.0
70492,KC19087938,11/16/2019,90D,B,M,22.0
70493,KC19095277,12/16/2019,,B,F,23.0
70494,KC19095097,12/15/2019,13A,B,M,21.0
70495,KC19088656,11/19/2019,,W,M,50.0
70496,KC19089003,11/21/2019,240,W,M,44.0
70497,KC19092980,12/07/2019,13A,B,F,57.0
70498,KC19093517,12/09/2019,23D,,,
70499,KC19088519,11/19/2019,90Z,B,F,31.0
70500,KC19095535,12/17/2019,13A,W,F,26.0
70501,KC19088460,11/19/2019,,W,M,45.0
70502,KC19089716,11/23/2019,,B,F,37.0
70503,KC19089605,11/23/2019,120,W,F,49.0
70504,KC19096561,12/20/2019,90F,B,M,82.0
70505,KC19091799,12/02/2019,220,B,F,34.0
70506,KC19097708,12/26/2019,240,W,M,70.0
70507,KC19092129,12/03/2019,,W,M,59.0
70508,KC19093643,12/09/2019,13B,W,F,31.0
70509,KC19088200,11/18/2019,23H,,,
70510,KC19093086,12/07/2019,13B,B,M,27.0
70511,KC19090388,11/26/2019,,B,F,25.0
70512,KC19090410,11/26/2019,13B,B,M,
70513,KC19089732,11/23/2019,120,,,
70514,KC19098623,12/30/2019,23F,W,F,57.0
70515,KC19091290,11/30/2019,,W,M,25.0
70516,KC19094807,12/14/2019,13B,B,M,26.0
70517,KC19088121,11/17/2019,120,,,
70518,KC19093845,12/10/2019,90C,B,M,47.0
70519,KC19088637,11/19/2019,200,B,F,44.0
70520,KC19089605,11/23/2019,120,,,
70521,KC19088804,11/20/2019,13C,W,M,34.0
70522,KC19097906,12/27/2019,290,B,F,31.0
70523,KC19093715,12/10/2019,13B,B,F,39.0
70524,KC19089915,11/24/2019,,W,M,21.0
70525,KC19089732,11/23/2019,120,B,M,
70526,KC19098709,12/30/2019,13B,B,F,
70527,KC19089701,11/23/2019,23C,,,
70528,KC19093290,12/08/2019,23F,,,
70529,KC19091135,11/29/2019,23C,W,F,35.0
70530,KC19098966,12/31/2019,,B,M,24.0
70531,KC19096999,12/22/2019,120,U,M,31.0
70532,KC19087980,11/17/2019,,,M,48.0
70533,KC19088578,11/19/2019,13A,B,M,68.0
70534,KC19095498,12/16/2019,23C,B,M,34.0
70535,KC19089865,11/24/2019,13B,B,F,
70536,KC19091449,12/01/2019,35A,B,M,19.0
70537,KC19095460,12/16/2019,13B,B,F,58.0
70538,KC19098290,12/28/2019,26F,B,M,36.0
70539,KC19095904,12/18/2019,,B,M,51.0
70540,KC19088684,11/19/2019,13A,W,M,22.0
70541,KC19098577,12/30/2019,23H,,,
70542,KC19094135,12/11/2019,,W,M,28.0
70543,KC19090115,11/25/2019,13A,B,F,25.0
70544,KC19095656,12/17/2019,26F,B,F,77.0
70545,KC19096804,12/21/2019,90J,,,
70546,KC19097309,12/24/2019,23F,W,F,30.0
70547,KC19095979,12/18/2019,23F,W,F,40.0
70548,KC19097582,12/25/2019,13B,B,M,18.0
70549,KC19088997,11/20/2019,290,B,M,28.0
70550,KC19098222,12/28/2019,13B,W,F,54.0
70551,KC19091834,12/02/2019,23H,B,M,34.0
70552,KC19097566,12/25/2019,,B,F,43.0
70553,KC19088788,11/20/2019,26A,B,F,34.0
70554,KC19091027,11/29/2019,,W,M,40.0
70555,KC19092124,12/03/2019,13B,B,M,29.0
70556,KC19093371,12/08/2019,,W,M,40.0
70557,KC19089622,11/23/2019,23G,W,M,36.0
70558,KC19098154,12/27/2019,,B,F,26.0
70559,KC19091008,11/29/2019,200,B,F,39.0
70560,KC19098768,12/30/2019,13C,B,F,49.0
70561,KC19098594,12/30/2019,240,W,M,28.0
70562,KC19089507,11/22/2019,13A,B,M,
70563,KC19095755,12/17/2019,280,W,M,65.0
70564,KC19088691,11/19/2019,13C,W,F,46.0
70565,KC19091433,12/01/2019,290,W,M,86.0
70566,KC19093431,12/09/2019,250,W,M,
70567,KC19095344,12/16/2019,26B,B,F,
70568,KC19088149,11/17/2019,,W,M,54.0
70569,KC19095792,12/17/2019,,W,M,21.0
70570,KC19087915,11/16/2019,23D,W,F,19.0
70571,KC19096300,12/19/2019,90Z,W,M,39.0
70572,KC19091293,11/30/2019,280,W,F,45.0
70573,KC19090393,11/26/2019,26F,,,
70574,KC19090770,11/28/2019,90D,B,F,24.0
70575,KC19097537,12/25/2019,90Z,B,M,
70576,KC19089110,11/21/2019,90J,W,M,18.0
70577,KC19089288,11/21/2019,13A,B,M,
70578,KC19098889,12/31/2019,280,,,
70579,KC19088283,11/18/2019,,,,
70580,KC19087787,11/16/2019,,W,M,57.0
70581,KC19092070,12/03/2019,240,W,M,57.0
70582,KC19096104,12/18/2019,11B,B,M,
70583,KC19088959,11/20/2019,23H,B,F,66.0
70584,KC19092770,12/06/2019,13B,B,M,45.0
70585,KC19097344,12/24/2019,,B,F,40.0
70586,KC19096233,12/19/2019,,B,M,36.0
70587,KC19098260,12/28/2019,23H,,,
70588,KC19092956,12/06/2019,13A,W,F,
70589,KC19091155,11/29/2019,13A,W,F,
70590,KC19088414,11/18/2019,13C,B,F,
70591,KC19090956,11/29/2019,13A,B,M,33.0
70592,KC19095250,12/15/2019,,,,
70593,KC19090148,11/25/2019,,W,M,
70594,KC19096066,12/18/2019,13B,W,M,21.0
70595,KC19090812,11/28/2019,90Z,B,F,23.0
70596,KC19088447,11/19/2019,240,B,M,51.0
70597,KC19091390,12/01/2019,11A,W,F,37.0
70598,KC19091673,12/02/2019,,B,M,26.0
70599,KC19094614,12/13/2019,09A,B,M,20.0
70600,KC19092713,12/06/2019,,W,M,51.0
70601,KC19095725,12/17/2019,13A,B,F,55.0
70602,KC19092486,12/05/2019,26E,U,M,40.0
70603,KC19095811,12/17/2019,,W,F,48.0
70604,KC19093550,12/09/2019,23G,W,F,36.0
70605,KC19094393,12/12/2019,,W,F,27.0
70606,KC19091415,12/01/2019,13B,B,F,52.0
70607,KC19090026,11/25/2019,,W,F,63.0
70608,KC19087746,11/16/2019,13B,B,M,32.0
70609,KC19087684,11/15/2019,13A,B,F,
70610,KC19094186,12/11/2019,13A,B,F,28.0
70611,KC19088549,11/19/2019,520,B,M,20.0
70612,KC19098569,12/30/2019,35B,W,F,38.0
70613,KC19095152,12/15/2019,23D,U,M,23.0
70614,KC19096814,12/21/2019,290,B,M,43.0
70615,KC19088798,11/20/2019,23D,,,
70616,KC19095525,12/16/2019,120,B,F,23.0
70617,KC19098917,12/31/2019,,B,M,44.0
70618,KC19095918,12/18/2019,,W,M,33.0
70619,KC19097806,12/26/2019,23G,W,F,30.0
70620,KC19094204,12/11/2019,290,W,F,60.0
70621,KC19095993,12/18/2019,290,W,M,34.0
70622,KC19093683,12/09/2019,13A,W,F,36.0
70623,KC19091098,11/29/2019,290,,,
70624,KC19095049,12/15/2019,,W,M,36.0
70625,KC19091333,11/30/2019,,,,
70626,KC19092198,12/04/2019,,W,F,49.0
70627,KC19092755,12/06/2019,26E,U,M,
70628,KC19093532,12/09/2019,90Z,B,F,45.0
70629,KC19091471,12/01/2019,23F,B,F,23.0
70630,KC19088750,11/20/2019,23C,,,
70631,KC19094272,12/12/2019,23F,,,
70632,KC19096059,12/18/2019,,W,F,
70633,KC19089639,11/23/2019,,U,F,31.0
70634,KC19096606,12/20/2019,,B,M,
70635,KC19098390,12/29/2019,240,W,M,23.0
70636,KC19095317,12/16/2019,240,B,M,57.0
70637,KC19088741,11/19/2019,90C,B,M,
70638,KC19093283,12/08/2019,290,B,M,32.0
70639,KC19094863,12/14/2019,23C,,,
70640,KC19089302,11/22/2019,90Z,W,M,22.0
70641,KC19096169,12/19/2019,23F,B,M,44.0
70642,KC19094125,12/11/2019,90C,,,
70643,KC19097524,12/24/2019,09A,B,M,
70644,KC19092635,12/05/2019,23C,W,M,35.0
70645,KC19096181,12/19/2019,240,W,M,42.0
70646,KC19096405,12/20/2019,13B,W,F,27.0
70647,KC19087956,11/16/2019,,B,F,26.0
70648,KC19090473,11/26/2019,90Z,B,M,59.0
70649,KC19090833,11/28/2019,240,B,F,30.0
70650,KC19093048,12/07/2019,23H,B,F,53.0
70651,KC19091061,11/29/2019,26F,B,F,37.0
70652,KC19088975,11/20/2019,13A,W,M,
70653,KC19088183,11/18/2019,120,W,F,
70654,KC19089688,11/23/2019,23C,,,
70655,KC19096244,12/19/2019,23G,W,F,85.0
70656,KC19094224,12/11/2019,23G,W,M,21.0
70657,KC19091151,11/29/2019,23F,W,F,43.0
70658,KC19088003,11/17/2019,23F,B,F,37.0
70659,KC19088134,11/17/2019,120,B,M,28.0
70660,KC19098626,12/30/2019,13A,B,M,28.0
70661,KC19088529,11/19/2019,90C,,,
70662,KC19089868,11/24/2019,26A,U,F,
70663,KC19094811,12/14/2019,,W,F,29.0
70664,KC19091269,11/30/2019,280,B,M,31.0
70665,KC19097209,12/23/2019,90Z,W,M,48.0
70666,KC19093856,12/10/2019,23C,,,
70667,KC19091148,11/29/2019,290,,,
70668,KC19093344,12/08/2019,13B,W,M,30.0
70669,KC19095389,12/16/2019,23F,B,M,26.0
70670,KC19090975,11/29/2019,,W,F,39.0
70671,KC19096901,12/22/2019,,B,M,47.0
70672,KC19088678,11/19/2019,23C,B,M,
70673,KC19093777,12/10/2019,220,W,M,30.0
70674,KC19098520,12/29/2019,,B,F,
70675,KC19088932,11/20/2019,13B,W,M,35.0
70676,KC19094846,12/14/2019,23C,,,
70677,KC19096148,12/19/2019,,B,F,20.0
70678,KC19095356,12/16/2019,13B,W,M,24.0
70679,KC19093769,12/10/2019,35A,W,M,29.0
70680,KC19097427,12/24/2019,,B,F,37.0
70681,KC19093139,12/07/2019,,W,M,56.0
70682,KC19092384,12/04/2019,13B,B,M,
70683,KC19095719,12/17/2019,23H,W,M,65.0
70684,KC19094145,12/11/2019,240,B,M,62.0
70685,KC19096015,12/18/2019,26F,W,M,56.0
70686,KC19094672,12/13/2019,,B,M,26.0
70687,KC19091183,11/30/2019,90Z,B,M,68.0
70688,KC19088309,11/18/2019,23C,,,
70689,KC19089555,11/23/2019,290,B,M,61.0
70690,KC19090221,11/25/2019,13A,W,M,40.0
70691,KC19088592,11/19/2019,13A,W,M,21.0
70692,KC19098808,12/31/2019,23F,B,F,43.0
70693,KC19093026,12/07/2019,13A,B,M,37.0
70694,KC19089509,11/22/2019,13A,W,M,26.0
70695,KC19090843,11/28/2019,,W,M,21.0
70696,KC19092471,12/05/2019,290,W,F,31.0
70697,KC19092584,12/05/2019,,W,M,23.0
70698,KC19094941,12/14/2019,90J,,,
70699,KC19092668,12/05/2019,,B,F,29.0
70700,KC19089141,11/21/2019,,B,F,59.0
70701,KC19096264,12/19/2019,23H,,,
70702,KC19089885,11/24/2019,13B,W,M,31.0
70703,KC19090631,11/27/2019,13C,B,F,38.0
70704,KC19098423,12/29/2019,,B,F,45.0
70705,KC19089499,11/22/2019,13B,W,M,38.0
70706,KC19093562,12/09/2019,26F,W,M,39.0
70707,KC19090776,11/28/2019,280,B,M,44.0
70708,KC19088680,11/19/2019,290,B,M,
70709,KC19098205,12/28/2019,,W,F,
70710,KC19089235,11/21/2019,,B,M,21.0
70711,KC19096854,12/22/2019,11A,B,F,51.0
70712,KC19089150,11/21/2019,23A,B,M,40.0
70713,KC19092526,12/05/2019,280,B,M,22.0
70714,KC19088680,11/19/2019,290,B,M,
70715,KC19096387,12/20/2019,,W,M,
70716,KC19090487,11/26/2019,220,W,F,35.0
70717,KC19090310,11/26/2019,23H,B,M,53.0
70718,KC19090350,11/26/2019,220,U,M,56.0
70719,KC19087778,11/16/2019,,W,M,68.0
70720,KC19098560,12/30/2019,90C,B,M,20.0
70721,KC19094286,12/12/2019,,W,M,34.0
70722,KC19089758,11/24/2019,13B,B,F,41.0
70723,KC19094443,12/12/2019,,W,M,41.0
70724,KC19088087,11/17/2019,23C,,,
70725,KC19088389,11/18/2019,13B,B,M,47.0
70726,KC19097510,12/24/2019,,B,F,
70727,KC19092701,12/06/2019,,,,
70728,KC19092056,12/03/2019,23H,W,M,
70729,KC19090187,11/25/2019,,U,M,29.0
70730,KC19094744,12/13/2019,,,,
70731,KC19092678,12/05/2019,13B,B,M,
70732,KC19088931,11/20/2019,120,B,F,
70733,KC19089177,11/21/2019,240,W,F,42.0
70734,KC19097965,12/27/2019,23F,W,F,24.0
70735,KC19093775,12/10/2019,90Z,B,F,
70736,KC19088450,11/19/2019,290,W,F,67.0
70737,KC19089323,11/22/2019,23F,W,M,27.0
70738,KC19094505,12/13/2019,200,,,
70739,KC19095573,12/17/2019,,,M,33.0
70740,KC19093102,12/07/2019,90F,W,F,40.0
70741,KC19093619,12/09/2019,23H,B,M,
70742,KC19094784,12/13/2019,13C,W,M,
70743,KC19091884,12/03/2019,280,,,
70744,KC19090059,11/25/2019,23G,W,M,53.0
70745,KC19092427,12/04/2019,13B,W,M,37.0
70746,KC19096727,12/21/2019,,B,M,
70747,KC19092875,12/06/2019,13B,B,F,19.0
70748,KC19094586,12/13/2019,,W,F,51.0
70749,KC19092399,12/04/2019,,U,F,26.0
70750,KC19097053,12/22/2019,90Z,B,F,47.0
70751,KC19098648,12/30/2019,23C,W,M,45.0
70752,KC19089189,11/21/2019,13A,B,M,23.0
70753,KC19087585,11/15/2019,90J,W,M,36.0
70754,KC19096795,12/21/2019,120,W,M,43.0
70755,KC19088053,11/17/2019,,,,
70756,KC19091210,11/30/2019,240,W,M,31.0
70757,KC19095632,12/17/2019,,W,M,40.0
70758,KC19097802,12/26/2019,280,W,F,42.0
70759,KC19095523,12/16/2019,35A,,F,34.0
70760,KC19096280,12/19/2019,290,,F,35.0
70761,KC19098724,12/30/2019,23C,W,M,50.0
70762,KC19092784,12/06/2019,,,,
70763,KC19094166,12/11/2019,13B,B,F,30.0
70764,KC19090251,11/26/2019,35A,W,M,32.0
70765,KC19091591,12/02/2019,13A,B,F,27.0
70766,KC19093036,12/07/2019,,W,F,31.0
70767,KC19098100,12/27/2019,290,B,F,28.0
70768,KC19090221,11/25/2019,13A,W,M,43.0
70769,KC19095890,12/18/2019,23C,,,
70770,KC19093816,12/10/2019,,W,M,40.0
70771,KC19093670,12/09/2019,13A,B,M,63.0
70772,KC19097830,12/26/2019,13B,B,F,32.0
70773,KC19098468,12/29/2019,,W,M,27.0
70774,KC19093485,12/09/2019,280,,,
70775,KC19088726,11/20/2019,13A,B,M,80.0
70776,KC19095972,12/18/2019,23H,W,M,59.0
70777,KC19095181,12/15/2019,23C,B,M,
70778,KC19091452,12/01/2019,,B,M,
70779,KC19097638,12/25/2019,220,W,M,23.0
70780,KC19089744,11/23/2019,13B,B,M,40.0
70781,KC19088768,11/20/2019,23F,W,F,33.0
70782,KC19093931,12/10/2019,,W,M,31.0
70783,KC19097955,12/27/2019,290,W,F,38.0
70784,KC19091404,12/01/2019,280,W,M,53.0
70785,KC19096038,12/18/2019,,,M,
70786,KC19098403,12/29/2019,23F,W,M,26.0
70787,KC19090334,11/26/2019,,,,
70788,KC19094465,12/12/2019,290,U,U,
70789,KC19088570,11/19/2019,280,B,M,29.0
70790,KC19091859,12/03/2019,280,W,M,24.0
70791,KC19096113,12/19/2019,90Z,W,M,36.0
70792,KC19096961,12/22/2019,13B,B,F,36.0
70793,KC19098765,12/30/2019,13C,W,F,21.0
70794,KC19097585,12/25/2019,90Z,W,F,52.0
70795,KC19094054,12/11/2019,,W,F,77.0
70796,KC19089946,11/24/2019,90C,W,M,31.0
70797,KC19094715,12/13/2019,13A,B,M,22.0
70798,KC19097033,11/07/2019,,W,F,31.0
70799,KC19093058,12/07/2019,,W,M,
70800,KC19093908,12/10/2019,280,W,F,54.0
70801,KC19090741,11/27/2019,290,B,M,61.0
70802,KC19093595,12/09/2019,13B,B,F,29.0
70803,KC19088507,11/19/2019,240,B,F,25.0
70804,KC19097478,12/24/2019,,B,M,26.0
70805,KC19096323,12/19/2019,,B,M,56.0
70806,KC19094906,12/14/2019,13C,B,M,27.0
70807,KC19088560,11/19/2019,13B,B,M,32.0
70808,KC19090082,11/25/2019,120,B,M,
70809,KC19092993,12/07/2019,,B,M,30.0
70810,KC19092947,12/06/2019,90J,W,M,49.0
70811,KC19094997,12/14/2019,90Z,B,F,28.0
70812,KC19093220,12/08/2019,90D,W,M,26.0
70813,KC19089343,11/22/2019,,W,F,25.0
70814,KC19097306,12/24/2019,13B,W,M,45.0
70815,KC19088670,11/19/2019,36B,W,F,18.0
70816,KC19098241,12/28/2019,,B,F,55.0
70817,KC19090597,11/27/2019,,B,M,
70818,KC19092177,12/04/2019,280,B,F,30.0
70819,KC19091404,12/01/2019,280,W,F,32.0
70820,KC19091917,12/03/2019,13B,W,M,18.0
70821,KC19096022,12/18/2019,280,W,M,24.0
70822,KC19089242,11/21/2019,26B,B,M,28.0
70823,KC19098672,12/30/2019,240,W,M,30.0
70824,KC19098906,12/31/2019,11B,B,M,41.0
70825,KC19091808,12/02/2019,,B,M,61.0
70826,KC19088162,11/18/2019,,B,M,
70827,KC19097153,12/23/2019,23H,,,
70828,KC19088418,11/18/2019,23F,W,F,34.0
70829,KC19087869,11/16/2019,26F,W,F,21.0
70830,KC19092020,12/03/2019,,,,
70831,KC19097934,12/27/2019,13B,W,F,31.0
70832,KC19095716,12/17/2019,90Z,B,F,25.0
70833,KC19090066,11/25/2019,,W,M,28.0
70834,KC19088895,11/20/2019,23C,,,
70835,KC19098329,12/28/2019,,B,M,51.0
70836,KC19087422,11/14/2019,,W,F,33.0
70837,KC19096128,12/19/2019,240,B,F,25.0
70838,KC19088975,11/20/2019,13A,W,M,20.0
70839,KC19096961,12/22/2019,13B,W,F,22.0
70840,KC19095439,12/16/2019,23H,W,F,31.0
70841,KC19090069,11/25/2019,13B,W,F,
70842,KC19098330,12/28/2019,23H,B,M,29.0
70843,KC19096631,12/21/2019,13B,B,M,50.0
70844,KC19095680,12/17/2019,240,W,F,43.0
70845,KC19091900,12/03/2019,240,W,F,
70846,KC19096687,12/21/2019,90J,W,F,36.0
70847,KC19088824,11/20/2019,290,B,M,34.0
70848,KC19092088,12/03/2019,13B,W,M,36.0
70849,KC19093692,12/09/2019,90Z,W,M,33.0
70850,KC19092239,12/04/2019,220,,,
70851,KC19096339,12/19/2019,23G,B,F,41.0
70852,KC19095635,12/17/2019,,B,M,46.0
70853,KC19088538,11/19/2019,13B,W,M,25.0
70854,KC19087627,11/15/2019,13B,B,,
70855,KC19098724,12/30/2019,23C,,,
70856,KC19089881,11/24/2019,13B,W,F,45.0
70857,KC19090470,11/26/2019,,B,M,38.0
70858,KC19092884,12/06/2019,23F,W,M,54.0
70859,KC19095635,12/17/2019,,B,M,
70860,KC19091575,12/02/2019,,W,M,27.0
70861,KC19097630,12/25/2019,290,W,F,
70862,KC19095154,12/15/2019,270,W,M,
70863,KC19089018,11/21/2019,220,,,
70864,KC19096487,12/20/2019,13A,W,M,
70865,KC19097323,12/24/2019,13B,W,M,32.0
70866,KC19091069,11/29/2019,,B,F,78.0
70867,KC19098010,12/27/2019,23C,,,
70868,KC19092803,12/06/2019,13A,B,F,25.0
70869,KC19096157,12/19/2019,23F,U,M,49.0
70870,KC19088932,11/20/2019,13B,W,F,36.0
70871,KC19097274,12/23/2019,120,W,M,35.0
70872,KC19088442,11/19/2019,90J,B,M,29.0
70873,KC19090895,11/28/2019,13B,B,F,25.0
70874,KC19093006,12/07/2019,,W,F,24.0
70875,KC19091326,11/30/2019,220,W,M,40.0
70876,KC19096592,12/20/2019,90Z,B,F,34.0
70877,KC19087855,11/16/2019,240,W,M,64.0
70878,KC19089264,11/21/2019,90C,W,M,26.0
70879,KC19090746,11/27/2019,,B,F,59.0
70880,KC19090101,11/25/2019,,W,M,28.0
70881,KC19097659,12/25/2019,13A,W,F,48.0
70882,KC19089989,11/25/2019,240,U,U,
70883,KC19097233,12/23/2019,240,B,F,20.0
70884,KC19087463,11/15/2019,,B,F,26.0
70885,KC19097829,12/26/2019,90F,B,F,
70886,KC19088583,11/19/2019,23G,W,F,58.0
70887,KC19095101,12/15/2019,23C,B,F,
70888,KC19090098,11/25/2019,220,W,F,28.0
70889,KC19092357,12/04/2019,120,B,M,23.0
70890,KC19098344,12/28/2019,23F,W,M,48.0
70891,KC19089084,11/21/2019,120,,F,28.0
70892,KC19098799,12/31/2019,,W,M,57.0
70893,KC19093355,12/08/2019,23D,W,F,51.0
70894,KC19091571,12/02/2019,290,W,F,46.0
70895,KC19097992,12/27/2019,13B,W,M,20.0
70896,KC19095840,12/18/2019,13A,B,F,52.0
70897,KC19087830,11/16/2019,23F,W,F,40.0
70898,KC19098123,12/27/2019,23C,,,
70899,KC19093412,12/09/2019,90Z,U,M,
70900,KC19097970,12/27/2019,220,W,F,30.0
70901,KC19090230,11/25/2019,23H,W,F,53.0
70902,KC19089906,11/24/2019,240,B,F,21.0
70903,KC19090994,11/29/2019,,W,M,25.0
70904,KC19087599,11/15/2019,,W,F,25.0
70905,KC19094445,12/12/2019,13C,W,M,28.0
70906,KC19098116,12/27/2019,90C,,F,28.0
70907,KC19096350,12/19/2019,,B,M,64.0
70908,KC19095260,12/16/2019,,B,F,28.0
70909,KC19093323,12/08/2019,13B,W,F,45.0
70910,KC19096784,12/21/2019,,W,F,58.0
70911,KC19095024,12/14/2019,,B,M,38.0
70912,KC19098112,12/27/2019,90J,B,M,45.0
70913,KC19091441,12/01/2019,,W,M,
70914,KC19090485,11/26/2019,290,W,M,37.0
70915,KC19092820,12/06/2019,90J,,,
70916,KC19093231,12/08/2019,220,B,F,30.0
70917,KC19091110,11/29/2019,23C,B,M,
70918,KC19098090,12/27/2019,23G,W,M,47.0
70919,KC19093796,12/10/2019,,B,F,24.0
70920,KC19093572,12/09/2019,,B,M,51.0
70921,KC19090442,11/26/2019,,W,F,35.0
70922,KC19097696,12/26/2019,290,B,M,52.0
70923,KC19092291,12/04/2019,120,B,M,
70924,KC19098451,12/29/2019,240,W,M,62.0
70925,KC19097867,12/26/2019,90J,W,M,33.0
70926,KC19095805,12/17/2019,240,W,F,40.0
70927,KC19094466,12/12/2019,13B,W,F,41.0
70928,KC19096125,12/19/2019,220,B,M,26.0
70929,KC19098760,12/30/2019,,W,F,41.0
70930,KC19092500,12/05/2019,90Z,W,M,61.0
70931,KC19088028,11/17/2019,,B,F,
70932,KC19097076,12/23/2019,240,W,M,58.0
70933,KC19094426,12/12/2019,,B,F,
70934,KC19098869,12/31/2019,23C,,,
70935,KC19094083,12/11/2019,23H,B,F,31.0
70936,KC19093272,12/08/2019,23H,W,M,34.0
70937,KC19091012,11/29/2019,290,B,M,64.0
70938,KC19096515,12/20/2019,90Z,W,F,22.0
70939,KC19087569,11/15/2019,280,,,
70940,KC19088304,11/18/2019,90Z,U,M,53.0
70941,KC19096287,12/19/2019,23H,B,F,
70942,KC19091377,12/01/2019,90J,,,
70943,KC19094742,12/13/2019,35A,W,M,33.0
70944,KC19091276,11/30/2019,23F,W,M,30.0
70945,KC19090617,11/27/2019,35A,B,M,46.0
70946,KC19094360,12/12/2019,240,W,F,24.0
70947,KC19094251,12/12/2019,13B,B,M,
70948,KC19096296,12/19/2019,90J,W,M,49.0
70949,KC19088045,11/17/2019,13B,W,F,33.0
70950,KC19097034,11/20/2019,,B,M,28.0
70951,KC19096373,12/20/2019,23F,B,F,33.0
70952,KC19098555,12/30/2019,13B,B,M,41.0
70953,KC19089134,11/21/2019,290,U,F,51.0
70954,KC19091303,11/30/2019,220,W,M,23.0
70955,KC19097599,12/25/2019,13B,W,F,37.0
70956,KC19093591,12/09/2019,280,W,M,43.0
70957,KC19088227,11/18/2019,,B,M,67.0
70958,KC19098554,12/30/2019,,B,M,43.0
70959,KC19089997,11/25/2019,290,W,F,23.0
70960,KC19095487,12/16/2019,250,B,M,60.0
70961,KC19097303,12/24/2019,120,W,M,
70962,KC19094762,12/13/2019,90Z,,M,
70963,KC19091452,12/01/2019,,,,
70964,KC19094985,12/14/2019,23C,,,
70965,KC19087879,11/16/2019,23G,W,M,46.0
70966,KC19092675,12/05/2019,,B,M,
70967,KC19095403,12/16/2019,13A,W,F,31.0
